record,year,How often wear bicycle helmet,Ever text while driving in past 30 days,Ever smoked,How old when first smoked,How many days smoked in past 30 days,How many cigarettes/day in past 30 days,Ever been bullied
113651,1993,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
408554,2001,Did not ride a bicycle,NA,NA,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
760816,2007,NA,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
399123,2001,Did not ride a bicycle,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
333111,1999,Never wore a helmet,NA,Yes,11 or 12 years old,0 days,Did not smoke cigarettes,NA
638013,2005,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
191016,1995,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
324488,1999,Never wore a helmet,NA,Yes,15 or 16 years old,1 or 2 days,Less than 1 cigarette,NA
187954,1995,Never wore a helmet,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
182156,1995,Never wore a helmet,NA,Yes,9 or 10 years old,0 days,Did not smoke cigarettes,NA
264832,1997,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
321752,1999,Rarely wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
322883,1999,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
182151,1995,Never wore a helmet,NA,Yes,13 or 14 years old,1 or 2 days,Less than 1 cigarette,NA
30815,1991,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
636679,2005,Rarely wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
767553,2007,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
328989,1999,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
256101,1997,Never wore a helmet,NA,Yes,13 or 14 years old,1 or 2 days,Less than 1 cigarette,NA
760629,2007,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
190523,1995,Never wore a helmet,NA,Yes,9 or 10 years old,All 30 days,6 to 10 cigarettes,NA
503744,2003,Sometimes wore a helmet,NA,Yes,13 or 14 years old,20 to 29 days,Less than 1 cigarette,NA
118064,1993,Rarely wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
505746,2003,NA,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
181216,1995,Most of the time wore a helmet,NA,Yes,9 or 10 years old,3 to 5 days,2 to 5 cigarettes,NA
405406,2001,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
767579,2007,NA,NA,Yes,NA,NA,NA,NA
628883,2005,Never wore a helmet,NA,Yes,13 or 14 years old,1 or 2 days,1 cigarette,NA
190495,1995,Did not ride a bicycle,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
1303722,2013,Always wore a helmet,I did not drive the past 30 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,TRUE
36731,1991,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
771858,2007,Did not ride a bicycle,NA,Yes,NA,NA,NA,NA
325809,1999,Never wore a helmet,NA,Yes,11 or 12 years old,10 to 19 days,6 to 10 cigarettes,NA
1099722,2011,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
255666,1997,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
182106,1995,Never wore a helmet,NA,Yes,13 or 14 years old,10 to 19 days,1 cigarette,NA
1304808,2013,Never wore a helmet,All 30 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
396847,2001,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
334068,1999,Did not ride a bicycle,NA,Yes,15 or 16 years old,1 or 2 days,Less than 1 cigarette,NA
761073,2007,Never wore a helmet,NA,NA,8 years old or younger,NA,Less than 1 cigarette,NA
330782,1999,Did not ride a bicycle,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
113271,1993,Never wore a helmet,NA,Yes,9 or 10 years old,0 days,Did not smoke cigarettes,NA
931062,2009,Did not ride a bicycle,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,FALSE
323507,1999,Did not ride a bicycle,NA,NA,NA,0 days,Did not smoke cigarettes,NA
1311396,2013,Did not ride a bicycle,I did not drive the past 30 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
632785,2005,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
510457,2003,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
42069,1991,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
42716,1991,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
37208,1991,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
